Pk,Year,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
blaylmo01,1999,15,Mookie Blaylock,PG,31,ATL,9,358,9.7,0.399,0.378,0.111,2.0,10.7,6.2,21.3,2.9,0.4,17.5,23.5,-0.7,0.4,-0.3,-0.044,-0.9,0.0,-0.9,0.1
brandte01,1999,16,Terrell Brandon,PG,28,MIN,4,161,22.4,0.515,0.072,0.188,1.3,20.9,10.6,36.7,3.2,0.9,15.8,25.8,0.2,0.2,0.5,0.139,3.6,3.0,6.6,0.4
brownge02,1999,17,Gerald Brown,SG,23,PHO,1,1,93.6,1.000,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.2,0.0,0.0,0.0,1.525,39.2,8.3,47.5,0.0
brownpj01,1999,18,P.J. Brown,PF,29,MIA,5,144,17.2,0.516,0.022,0.222,12.5,14.7,13.6,8.3,0.8,1.2,5.7,19.1,0.3,0.1,0.4,0.136,1.7,-0.7,1.0,0.1
brunsri01,1999,19,Rick Brunson,PG,26,NYK,9,18,0.9,0.510,0.000,0.400,6.8,0.0,3.4,20.1,0.0,0.0,40.5,27.1,-0.1,0.0,-0.1,-0.173,-8.0,-4.3,-12.3,0.0
bryanko01,1999,20,Kobe Bryant*,SG,20,LAL,8,315,19.1,0.502,0.162,0.246,4.5,16.3,10.0,21.7,2.5,2.5,16.5,27.2,0.2,0.2,0.4,0.060,3.0,1.0,3.9,0.5
buechju01,1999,21,Jud Buechler,SF,30,DET,5,84,3.6,0.267,0.533,0.000,6.1,15.1,10.4,5.6,2.2,1.0,16.7,11.1,-0.2,0.1,-0.1,-0.048,-3.1,0.5,-2.6,0.0
bullama01,1999,22,Matt Bullard,PF,31,HOU,2,8,48.4,1.215,0.500,1.000,0.0,0.0,0.0,27.6,0.0,0.0,0.0,16.2,0.1,0.0,0.1,0.576,20.8,3.8,24.6,0.1
cambyma01,1999,23,Marcus Camby,C,24,NYK,20,509,24.8,0.591,0.007,0.510,12.2,24.8,18.5,2.3,2.7,6.3,7.9,18.4,1.6,1.3,3.0,0.280,2.5,4.4,6.9,1.2
carran01,1999,24,Antoine Carr,PF,37,HOU,4,37,-3.2,0.364,0.000,0.000,9.1,11.9,10.5,18.2,0.0,2.0,26.7,18.3,-0.1,0.0,-0.1,-0.111,-14.6,0.8,-13.8,-0.1
cassesa01,1999,25,Sam Cassell,PG,29,MIL,3,102,21.6,0.589,0.031,0.500,0.0,7.1,3.6,48.3,1.6,0.0,15.2,21.5,0.4,-0.1,0.3,0.131,3.0,-0.2,2.8,0.1
catoke01,1999,26,Kelvin Cato,C,24,POR,8,43,-2.0,0.224,0.000,1.111,17.6,2.9,10.1,7.9,1.3,1.9,13.0,17.8,-0.1,0.0,-0.1,-0.125,-10.1,-2.5,-12.6,-0.1
causwdu01,1999,27,Duane Causwell,C,30,MIA,4,20,17.3,0.647,0.000,3.000,0.0,12.4,6.3,9.7,3.0,0.0,0.0,12.1,0.1,0.0,0.1,0.229,2.7,3.1,5.8,0.0
chapmre01,1999,28,Rex Chapman,SG,31,PHO,3,57,4.1,0.373,0.286,0.190,3.9,11.1,6.9,17.1,0.9,0.0,14.9,21.7,-0.1,-0.1,-0.2,-0.140,-4.5,-3.0,-7.4,-0.1
childch01,1999,29,Chris Childs,PG,31,NYK,20,494,8.2,0.450,0.301,0.280,2.0,9.8,5.8,24.8,1.5,0.2,22.3,13.4,-0.1,0.6,0.5,0.048,-3.0,1.3,-1.7,0.0
corbity01,1999,30,Tyrone Corbin,SF,36,ATL,9,268,10.4,0.468,0.319,0.056,3.1,12.4,7.6,12.4,1.3,0.0,9.8,14.9,0.1,0.2,0.3,0.063,-1.1,0.8,-0.3,0.1
crawfch01,1999,31,Chris Crawford,PF,23,ATL,6,125,14.8,0.496,0.292,0.542,5.7,13.3,9.4,8.6,0.5,0.6,9.2,25.6,0.2,0.1,0.3,0.125,-0.1,-0.4,-0.5,0.0
croshau01,1999,32,Austin Croshere,PF,23,IND,1,1,107.0,0.532,0.000,2.000,100.0,0.0,60.5,0.0,0.0,0.0,0.0,89.2,0.0,0.0,0.0,1.439,44.4,-22.4,22.0,0.0
curryde01,1999,33,Dell Curry,SG,34,MIL,3,49,2.2,0.268,0.533,0.267,0.0,9.8,4.9,3.2,3.3,0.0,0.0,16.3,-0.1,0.0,-0.1,-0.142,-5.9,-1.9,-7.8,-0.1
currymi01,1999,34,Michael Curry,SF,30,MIL,3,59,15.0,0.683,0.083,0.500,2.1,6.1,4.1,9.0,1.8,1.6,12.0,13.4,0.2,-0.1,0.1,0.088,0.1,1.6,1.6,0.1
daniean01,1999,35,Antonio Daniels,PG,23,SAS,15,106,11.3,0.571,0.286,0.286,1.2,9.6,5.7,26.3,2.1,0.0,29.7,15.7,0.0,0.2,0.2,0.084,-0.9,1.0,0.1,0.1
davisan01,1999,36,Antonio Davis,PF,30,IND,13,326,13.1,0.504,0.000,0.827,8.9,24.6,17.1,4.2,0.8,3.1,16.4,17.8,0.2,0.4,0.6,0.093,-1.2,-0.4,-1.6,0.0
davisda01,1999,37,Dale Davis,PF,29,IND,13,394,18.1,0.596,0.000,0.649,14.5,25.6,20.3,5.0,1.4,3.3,17.5,14.5,0.8,0.6,1.4,0.166,1.9,0.9,2.8,0.5
delebi01,1999,38,Bison Dele,C,29,DET,5,122,19.2,0.603,0.000,0.225,12.6,23.1,17.6,1.7,1.5,1.4,13.7,21.6,0.3,0.1,0.4,0.162,0.1,0.1,0.2,0.1
dickemi01,1999,39,Michael Dickerson,SG,23,HOU,4,82,4.2,0.358,0.364,0.182,2.7,2.7,2.7,5.8,1.3,2.7,7.8,14.2,-0.1,0.0,-0.1,-0.058,-4.5,-1.5,-5.9,-0.1
divacvl01,1999,40,Vlade Divac*,C,30,SAC,5,198,19.2,0.564,0.089,0.643,5.2,24.8,14.8,22.3,2.2,1.4,20.9,21.1,0.3,0.3,0.6,0.138,1.8,2.2,4.1,0.3
doleami01,1999,41,Michael Doleac,C,21,ORL,4,43,7.4,0.387,0.056,0.500,13.0,18.2,15.6,0.0,0.0,1.6,12.0,26.2,-0.1,0.0,0.0,-0.046,-4.7,-3.9,-8.6,-0.1
drewbr01,1999,42,Bryce Drew,PG,24,HOU,1,4,45.6,0.532,0.000,2.000,27.9,55.2,41.6,100.0,0.0,0.0,0.0,21.2,0.0,0.0,0.0,0.497,11.7,6.3,18.0,0.0
dudlech02,1999,43,Chris Dudley,C,33,NYK,18,294,8.0,0.427,0.000,0.737,11.2,23.1,17.1,2.8,1.7,2.3,15.2,9.9,0.0,0.6,0.6,0.101,-4.0,2.3,-1.6,0.0
dumarjo01,1999,44,Joe Dumars*,SG,35,DET,5,153,13.5,0.632,0.487,0.077,0.8,5.5,3.1,15.5,0.8,0.0,18.2,16.6,0.3,0.0,0.3,0.087,2.0,-1.2,0.8,0.1
duncati01,1999,45,Tim Duncan*,PF,22,SAS,17,733,25.1,0.573,0.011,0.507,9.6,21.6,16.0,14.2,1.0,4.4,13.1,26.8,2.1,1.7,3.7,0.243,4.0,2.6,6.6,1.6
eisleho01,1999,46,Howard Eisley,PG,26,UTA,11,241,10.7,0.484,0.338,0.408,1.5,8.1,4.9,24.0,1.6,1.1,19.3,20.6,0.0,0.2,0.2,0.039,-1.7,-0.3,-2.0,0.0
eliema01,1999,47,Mario Elie,SG,35,SAS,17,526,11.6,0.505,0.268,0.438,2.2,10.8,6.7,16.5,2.4,0.3,15.8,14.9,0.4,0.9,1.3,0.118,-1.1,2.4,1.3,0.4
elliose01,1999,48,Sean Elliott,SF,30,SAS,17,574,13.9,0.567,0.359,0.386,2.5,9.3,6.1,14.5,0.9,0.5,10.5,17.3,1.1,0.7,1.9,0.157,1.4,1.2,2.6,0.7
ewingpa01,1999,49,Patrick Ewing*,C,36,NYK,11,347,17.0,0.477,0.000,0.267,4.9,29.2,17.0,3.5,1.1,1.9,6.2,22.9,0.3,0.7,1.0,0.136,0.5,0.9,1.4,0.3
fishede01,1999,50,Derek Fisher,PG,24,LAL,8,238,16.0,0.530,0.433,0.224,2.7,11.8,7.0,26.6,1.8,0.0,13.0,16.2,0.5,0.0,0.5,0.105,1.5,0.2,1.7,0.2
fostegr01,1999,51,Greg Foster,PF,30,UTA,8,70,2.4,0.421,0.000,0.000,1.7,11.4,6.7,2.6,0.8,0.0,13.6,15.1,-0.1,0.1,0.0,-0.031,-6.4,-0.7,-7.1,-0.1
foxri01,1999,52,Rick Fox,SF,29,LAL,8,181,7.2,0.438,0.350,0.017,5.4,8.8,7.0,11.0,1.2,2.2,18.8,18.7,-0.2,0.0,-0.2,-0.052,-3.3,-1.4,-4.7,-0.1
fulleto02,1999,53,Todd Fuller,C,24,UTA,10,105,5.3,0.428,0.000,0.385,9.3,21.8,15.7,0.0,0.0,1.6,14.1,16.2,-0.1,0.1,0.1,0.023,-6.0,-1.3,-7.3,-0.1
fundela01,1999,54,Lawrence Funderburke,PF,28,SAC,3,31,9.5,0.417,0.000,0.000,7.4,7.7,7.5,6.6,5.2,0.0,20.0,22.2,-0.1,0.0,0.0,-0.059,-3.2,-0.6,-3.8,0.0
garneke01,1999,55,Kevin Garnett*,PF,22,MIN,4,170,24.1,0.488,0.025,0.291,10.2,22.6,16.1,19.1,2.3,3.6,12.7,28.1,0.2,0.3,0.5,0.135,5.9,2.2,8.1,0.4
garrede01,1999,56,Dean Garrett,C,32,MIN,4,92,13.4,0.545,0.000,0.278,10.6,9.1,9.9,9.7,1.2,2.5,9.0,11.3,0.2,0.1,0.2,0.123,-0.6,1.8,1.1,0.1
garripa01,1999,57,Pat Garrity,PF,22,PHO,3,52,20.8,0.687,0.176,0.353,12.9,9.1,11.3,3.5,1.0,1.6,13.3,20.1,0.2,0.0,0.2,0.161,4.2,-1.6,2.6,0.1
gatlich01,1999,58,Chris Gatling,C,31,MIL,2,12,-14.1,0.000,0.000,1.000,10.2,20.0,15.1,0.0,4.5,0.0,41.0,19.4,-0.1,0.0,-0.1,-0.485,-16.1,-3.8,-19.9,-0.1
geigema01,1999,59,Matt Geiger,C,29,PHI,8,239,18.6,0.497,0.010,0.302,10.3,18.4,14.2,4.6,2.1,2.3,10.7,23.1,0.4,0.3,0.7,0.136,0.8,0.2,1.0,0.2
gilliar01,1999,60,Armen Gilliam,PF,34,MIL,3,35,17.7,0.494,0.000,0.333,0.0,17.2,8.7,5.6,3.1,2.8,5.5,24.8,0.0,0.0,0.0,0.057,-0.3,0.4,0.2,0.0
grantbr01,1999,61,Brian Grant,PF,26,POR,13,482,17.4,0.567,0.000,0.605,8.9,21.6,15.4,6.0,1.2,2.7,12.2,17.7,0.9,0.6,1.5,0.145,1.0,0.8,1.8,0.5
grantha01,1999,62,Harvey Grant,PF,33,PHI,4,29,7.5,1.000,0.000,0.000,3.7,12.0,7.7,0.0,0.0,3.1,0.0,1.6,0.0,0.0,0.0,0.062,-0.8,1.3,0.5,0.0
grantho01,1999,63,Horace Grant,PF,33,ORL,4,128,10.1,0.403,0.000,0.267,12.2,12.2,12.2,7.9,0.9,1.1,5.6,12.5,0.1,0.0,0.1,0.045,-0.8,-1.0,-1.8,0.0
grayed01,1999,64,Ed Gray,SG,23,ATL,8,71,24.1,0.480,0.268,0.268,3.4,12.6,7.8,14.7,4.9,1.1,4.2,33.0,0.2,0.1,0.3,0.206,3.6,6.1,9.7,0.2
guglito01,1999,65,Tom Gugliotta,PF,29,PHO,3,118,10.4,0.415,0.000,0.229,5.7,25.5,13.9,13.8,1.8,2.2,17.2,18.2,-0.1,0.0,-0.1,-0.060,-1.7,-1.0,-2.8,0.0
hammoto01,1999,66,Tom Hammonds,PF,31,MIN,4,18,6.2,1.136,,,0.0,13.3,6.3,0.0,0.0,0.0,36.2,7.2,0.0,0.0,0.1,0.149,-5.9,0.3,-5.7,0.0
hardaan01,1999,67,Anfernee Hardaway,SG,27,ORL,4,167,18.4,0.512,0.228,0.684,6.0,7.4,6.7,28.7,3.0,0.4,13.9,23.3,0.4,0.1,0.4,0.128,3.6,1.5,5.0,0.3
hardati01,1999,68,Tim Hardaway*,PG,32,MIA,5,182,6.2,0.357,0.446,0.286,2.1,7.5,4.9,36.3,1.6,0.5,22.2,23.3,-0.5,0.1,-0.5,-0.127,-2.3,-3.2,-5.4,-0.2
harpede01,1999,69,Derek Harper,PG,37,LAL,7,113,11.3,0.446,0.323,0.194,1.0,9.7,5.1,21.4,0.9,0.0,10.6,15.1,0.0,0.0,0.0,0.013,-1.2,-1.4,-2.6,0.0
harprma01,1999,70,Matt Harpring,SF,22,ORL,4,82,16.1,0.535,0.192,0.423,9.5,17.7,13.6,19.8,0.7,0.0,14.0,19.8,0.2,0.0,0.2,0.113,1.6,0.6,2.2,0.1
harriot01,1999,71,Othella Harrington,PF,25,HOU,4,42,24.5,0.661,0.000,0.429,13.3,23.6,18.5,4.9,0.0,1.8,15.3,21.1,0.1,0.0,0.1,0.159,4.2,-1.1,3.1,0.1
hawkimi01,1999,72,Michael Hawkins,PG,26,SAC,2,10,4.5,0.532,1.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,0.0,0.0,0.0,0.063,-3.8,-3.2,-7.0,0.0
hendeal01,1999,73,Alan Henderson,SF,26,ATL,1,4,-5.3,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.002,-10.1,-0.6,-10.7,0.0
hillgr01,1999,74,Grant Hill*,SF,26,DET,5,176,29.3,0.490,0.011,0.174,5.1,23.3,13.8,48.6,3.4,1.0,10.8,32.6,0.5,0.3,0.8,0.207,8.3,3.9,12.2,0.6
hillty01,1999,75,Tyrone Hill,PF,30,PHI,8,196,9.8,0.475,0.000,0.487,10.3,23.6,16.7,0.0,0.9,0.9,11.2,12.4,0.1,0.2,0.3,0.074,-4.1,-1.1,-5.2,-0.2
hoibefr01,1999,76,Fred Hoiberg,SG,26,IND,4,20,19.9,0.500,0.000,0.000,0.0,17.4,9.1,17.3,8.3,0.0,0.0,9.5,0.0,0.1,0.1,0.211,3.2,8.7,11.9,0.1
honeyje01,1999,77,Jerald Honeycutt,PF,24,PHI,6,12,-12.2,0.200,0.600,0.000,8.9,0.0,4.6,0.0,0.0,0.0,16.7,22.7,-0.1,0.0,-0.1,-0.317,-16.5,-7.5,-24.0,-0.1
hornaje01,1999,78,Jeff Hornacek,SG,35,UTA,11,304,17.8,0.556,0.170,0.311,3.6,12.0,8.0,17.1,2.0,0.0,9.1,20.9,0.7,0.4,1.1,0.172,2.0,1.2,3.1,0.4
horryro01,1999,79,Robert Horry,PF,28,LAL,8,177,12.7,0.622,0.462,0.538,6.1,17.9,11.6,9.3,1.8,2.7,17.9,10.1,0.3,0.1,0.4,0.119,-0.5,1.5,1.0,0.1
houstal01,1999,80,Allan Houston,SG,27,NYK,20,783,15.6,0.528,0.118,0.338,0.9,7.6,4.2,13.3,0.6,0.1,12.5,25.2,1.0,0.6,1.6,0.098,1.0,-0.3,0.6,0.5
hughela01,1999,81,Larry Hughes,PG,20,PHI,8,198,20.3,0.468,0.091,0.312,9.2,11.7,10.4,14.3,4.2,4.1,12.1,22.8,0.3,0.3,0.5,0.133,1.9,3.2,5.1,0.4
hunteli01,1999,82,Lindsey Hunter,PG,28,DET,5,180,5.1,0.326,0.208,0.094,3.6,7.8,5.6,11.2,2.4,0.0,11.3,17.8,-0.3,0.1,-0.2,-0.064,-3.6,-0.8,-4.4,-0.1
iversal01,1999,83,Allen Iverson*,SG,23,PHI,8,358,22.6,0.481,0.248,0.243,4.2,6.1,5.1,22.9,3.1,0.5,9.2,33.1,0.8,0.2,1.0,0.136,5.8,0.4,6.2,0.8
jacksbo01,1999,84,Bobby Jackson,PG,25,MIN,4,27,-3.3,0.200,0.300,0.000,4.0,13.3,8.4,12.5,0.0,0.0,9.1,19.1,-0.1,0.0,-0.1,-0.198,-7.9,-4.9,-12.8,-0.1
jacksja01,1999,85,Jaren Jackson,SG,31,SAS,17,345,12.1,0.512,0.656,0.099,2.2,11.5,7.2,10.2,2.1,0.0,12.8,22.5,0.0,0.6,0.6,0.084,-0.5,1.0,0.5,0.2
jacksji01,1999,86,Jim Jackson,SG,28,POR,13,265,12.4,0.525,0.250,0.583,3.8,10.2,7.0,13.9,1.5,0.3,16.6,20.4,0.2,0.1,0.4,0.071,-1.3,0.1,-1.2,0.1
jacksma01,1999,87,Mark Jackson,PG,33,IND,13,451,19.8,0.601,0.330,0.408,3.9,11.6,7.9,44.0,1.7,0.2,22.4,16.5,1.4,0.3,1.7,0.180,4.9,-0.2,4.7,0.8
jamesje01,1999,88,Jerome James,C,23,SAC,1,4,43.5,0.665,0.000,2.000,28.5,29.9,29.2,0.0,0.0,0.0,21.0,54.7,0.0,0.0,0.0,0.395,7.2,-2.6,4.6,0.0
johnsan02,1999,89,Anthony Johnson,PG,24,ATL,9,111,5.4,0.359,0.069,0.345,3.2,6.9,5.0,17.2,0.5,0.7,13.0,16.9,-0.1,0.0,-0.1,-0.039,-4.4,-2.0,-6.3,-0.1
johnsav01,1999,90,Avery Johnson,PG,33,SAS,17,653,15.2,0.518,0.016,0.251,1.8,5.7,3.9,37.2,1.7,0.1,19.4,19.6,0.7,0.8,1.5,0.111,0.9,0.1,1.0,0.5
johnser02,1999,91,Ervin Johnson,C,31,MIL,3,92,11.0,0.468,0.000,0.154,10.6,13.1,11.9,1.8,1.2,5.3,0.0,7.2,0.1,-0.1,0.1,0.030,-0.1,-0.5,-0.6,0.0
johnsla02,1999,92,Larry Johnson,PF,29,NYK,20,683,12.5,0.511,0.402,0.225,3.9,13.6,8.7,8.5,1.7,0.1,12.8,18.6,0.4,0.9,1.4,0.096,0.3,0.9,1.2,0.5
keefead01,1999,93,Adam Keefe,PF,28,UTA,10,101,17.3,0.637,0.000,0.167,8.5,19.2,14.0,6.1,2.2,2.6,19.9,19.1,0.1,0.2,0.3,0.147,-0.5,2.4,1.9,0.1
kerrst01,1999,94,Steve Kerr,PG,33,SAS,11,97,6.2,0.368,0.433,0.200,4.0,7.0,5.6,14.3,1.2,0.0,10.9,18.7,-0.1,0.1,0.0,0.000,-2.6,-0.6,-3.2,0.0
kerseje01,1999,95,Jerome Kersey,SF,36,SAS,14,152,7.5,0.391,0.093,0.163,8.4,14.9,11.9,4.7,2.2,0.5,11.5,17.0,-0.1,0.3,0.1,0.046,-4.7,0.9,-3.8,-0.1
kiddja01,1999,96,Jason Kidd*,PG,25,PHO,3,126,16.0,0.488,0.372,0.163,0.9,7.5,3.6,42.5,2.1,0.7,16.3,20.2,0.2,-0.1,0.1,0.033,2.6,-1.5,1.1,0.1
kingge02,1999,97,Gerard King,SF,26,SAS,8,14,11.5,0.500,0.000,0.000,0.0,32.4,17.2,13.9,0.0,5.1,20.0,17.7,0.0,0.0,0.0,0.076,-2.8,5.7,2.8,0.0
kleinjo01,1999,98,Joe Kleine,C,37,PHO,1,5,29.4,0.500,0.000,0.000,0.0,31.6,13.1,0.0,10.6,17.0,0.0,18.5,0.0,0.0,0.0,0.200,1.0,12.9,13.9,0.0
knightr01,1999,99,Travis Knight,C,24,LAL,3,10,-14.0,0.387,0.000,0.667,0.0,61.0,28.6,15.8,0.0,0.0,43.6,31.3,-0.1,0.0,-0.1,-0.355,-24.7,0.2,-24.6,-0.1
laettch01,1999,100,Christian Laettner,PF,29,DET,5,123,18.1,0.480,0.000,0.298,6.3,9.2,7.7,17.6,2.0,0.7,5.3,23.6,0.3,0.1,0.3,0.136,2.5,1.3,3.9,0.2
lenarvo01,1999,101,Voshon Lenard,SG,25,MIA,4,57,29.6,0.779,0.636,0.182,0.0,2.2,1.1,14.8,0.0,1.5,4.0,22.7,0.4,0.0,0.3,0.290,13.5,1.5,15.0,0.2
livinra01,1999,102,Randy Livingston,PG,23,PHO,3,24,22.5,0.477,0.067,0.267,23.3,13.2,19.1,17.6,2.2,0.0,10.7,36.1,0.1,0.0,0.0,0.078,1.4,-1.3,0.1,0.0
longgr01,1999,103,Grant Long,PF,32,ATL,9,358,13.7,0.489,0.045,0.500,9.3,16.4,12.7,4.5,2.9,0.8,17.6,17.8,0.1,0.5,0.6,0.077,-1.0,1.2,0.2,0.2
longllu01,1999,104,Luc Longley,C,30,PHO,3,51,0.6,0.167,0.000,0.000,4.4,21.7,11.6,2.9,3.1,0.0,14.3,12.7,-0.2,0.0,-0.2,-0.197,-5.4,-2.9,-8.4,-0.1
luety01,1999,105,Tyronn Lue,PG,21,LAL,3,33,10.3,0.412,0.118,0.000,0.0,7.4,3.5,34.8,3.2,0.0,19.0,28.9,-0.1,0.0,-0.1,-0.106,-2.5,-1.7,-4.2,0.0
lynchge01,1999,106,George Lynch,SF,28,PHI,8,249,16.5,0.497,0.092,0.262,12.0,11.6,11.8,10.6,4.0,0.7,15.2,15.6,0.3,0.3,0.6,0.119,-0.1,2.4,2.3,0.3
macksa01,1999,107,Sam Mack,SF,28,HOU,4,123,13.1,0.550,0.684,0.447,0.9,7.2,4.1,9.5,1.7,0.0,9.9,18.5,0.3,0.0,0.2,0.086,0.9,-0.9,-0.1,0.1
mahorri01,1999,108,Rick Mahorn,PF,40,PHI,5,29,5.9,0.363,0.000,0.333,7.4,23.9,15.3,5.3,1.9,0.0,12.7,12.3,0.0,0.0,0.0,0.031,-6.7,1.9,-4.9,0.0
majerda01,1999,109,Dan Majerle,SG,33,MIA,5,152,5.9,0.344,0.846,0.269,2.5,21.3,12.0,7.4,2.0,1.1,9.4,11.0,-0.2,0.2,0.0,0.004,-3.6,1.5,-2.1,0.0
malonka01,1999,110,Karl Malone*,PF,35,UTA,11,451,21.2,0.492,0.005,0.417,9.8,22.3,16.2,24.5,1.6,1.5,14.1,30.2,0.5,0.7,1.3,0.135,4.0,0.6,4.5,0.7
mannida01,1999,111,Danny Manning,PF,32,PHO,3,79,18.8,0.639,0.000,0.542,0.0,10.0,4.1,13.9,2.7,0.0,9.2,19.1,0.3,0.0,0.2,0.135,1.7,1.4,3.1,0.1
mashbja01,1999,112,Jamal Mashburn,SF,26,MIA,5,152,8.9,0.472,0.286,0.184,3.4,7.4,5.4,14.9,0.8,0.0,15.9,21.7,-0.1,0.0,-0.1,-0.036,-0.2,-2.3,-2.5,0.0
maxweve01,1999,113,Vernon Maxwell,SG,33,SAC,5,129,10.5,0.435,0.583,0.167,3.5,6.5,5.0,7.7,2.5,0.0,8.5,25.1,0.0,0.1,0.0,0.006,0.1,-1.7,-1.6,0.0
mccloge01,1999,114,George McCloud,SF,31,PHO,3,80,19.2,0.610,0.667,0.333,2.8,21.8,10.6,4.5,3.3,0.0,8.0,21.6,0.2,0.0,0.2,0.122,3.7,0.8,4.4,0.1
mckeyde01,1999,115,Derrick McKey,SF,32,IND,13,245,10.1,0.457,0.100,0.650,8.8,12.3,10.6,12.6,2.7,1.2,17.6,12.1,0.2,0.3,0.4,0.086,-1.9,1.7,-0.2,0.1
mckieaa01,1999,116,Aaron McKie,SG,26,PHI,6,97,9.9,0.383,0.043,0.304,4.4,13.1,8.6,17.5,2.3,0.0,3.7,12.7,0.1,0.1,0.2,0.087,-3.8,2.2,-1.7,0.0
mcleoro01,1999,117,Roshown McLeod,SF,23,ATL,6,49,22.0,0.571,0.000,0.190,2.4,5.2,3.8,5.5,1.2,1.5,4.2,23.7,0.2,0.0,0.2,0.186,4.2,1.2,5.4,0.1
millere01,1999,118,Reggie Miller*,SG,33,IND,13,481,20.1,0.555,0.422,0.432,3.4,9.2,6.4,13.8,1.0,0.5,8.1,25.4,1.7,0.2,1.9,0.188,5.3,-1.2,4.1,0.7
mitchsa01,1999,119,Sam Mitchell,SF,35,MIN,4,131,7.2,0.442,0.150,0.300,4.1,8.2,6.1,8.3,0.4,1.2,15.0,19.0,-0.1,0.0,0.0,-0.017,-2.5,-1.9,-4.4,-0.1
moblecu01,1999,120,Cuttino Mobley,PG,23,HOU,4,94,12.4,0.706,0.467,0.733,0.0,4.7,2.4,18.6,1.1,0.0,20.1,11.9,0.3,0.0,0.2,0.105,0.2,0.3,0.5,0.1
mohamna01,1999,121,Nazr Mohammed,C,21,PHI,3,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.036,-3.2,-2.4,-5.6,0.0
montrer01,1999,122,Eric Montross,C,27,DET,5,70,4.4,0.509,0.000,0.333,5.5,20.2,12.5,0.0,0.0,2.5,0.0,5.1,0.1,0.0,0.1,0.077,-5.3,0.3,-5.0,-0.1
morrich01,1999,123,Chris Morris,SF,33,PHO,1,10,19.9,0.868,0.500,1.000,0.0,15.8,6.5,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0.038,7.2,-1.3,5.9,0.0
mournal01,1999,124,Alonzo Mourning*,C,28,MIA,5,194,25.8,0.571,0.000,0.671,4.6,21.8,13.3,5.6,2.5,6.1,11.3,28.8,0.4,0.3,0.7,0.184,3.2,2.7,5.9,0.4
mullich01,1999,125,Chris Mullin*,SF,35,IND,13,283,13.9,0.563,0.550,0.230,0.9,7.4,4.3,10.0,2.0,0.8,15.4,21.8,0.3,0.2,0.5,0.084,2.5,-0.9,1.6,0.3
mutomdi01,1999,126,Dikembe Mutombo*,C,32,ATL,9,380,20.5,0.616,0.000,0.662,11.3,29.9,20.3,5.9,0.8,4.6,16.4,14.1,0.9,0.7,1.6,0.196,1.9,2.4,4.3,0.6
nestera01,1999,127,Rasho Nesterović,C,22,MIN,3,29,15.1,0.500,0.000,0.000,15.0,12.4,13.8,19.6,0.0,0.0,11.1,14.5,0.1,0.0,0.1,0.109,2.2,-0.3,1.9,0.0
obannch01,1999,128,Charles O'Bannon,SG,23,DET,4,9,7.7,0.667,0.000,0.000,14.3,0.0,7.5,24.8,0.0,0.0,50.0,34.4,-0.1,0.0,-0.1,-0.294,-4.3,-3.9,-8.3,0.0
onealje01,1999,129,Jermaine O'Neal,PF,20,POR,9,55,12.1,0.458,0.000,1.200,18.4,20.1,19.2,3.4,0.0,4.5,11.6,15.6,0.1,0.1,0.1,0.103,-2.2,-0.3,-2.5,0.0
onealsh01,1999,130,Shaquille O'Neal*,C,26,LAL,8,315,28.8,0.515,0.000,0.761,15.1,19.0,16.9,11.8,1.2,5.8,8.0,32.4,0.9,0.2,1.2,0.176,6.8,-0.8,6.0,0.6
olajuha01,1999,131,Hakeem Olajuwon*,C,36,HOU,4,123,13.8,0.461,0.000,0.148,4.5,21.5,13.1,3.2,2.1,1.8,8.0,22.9,0.0,0.1,0.1,0.039,-2.5,-1.0,-3.5,0.0
ostergr01,1999,132,Greg Ostertag,C,25,UTA,11,261,11.4,0.465,0.000,0.800,8.4,20.6,14.7,3.8,0.4,7.9,14.5,10.2,0.1,0.5,0.6,0.105,-1.9,2.1,0.3,0.2
outlabo01,1999,133,Bo Outlaw,PF,27,ORL,4,83,9.9,0.573,0.000,1.300,4.0,16.1,10.1,4.8,0.7,6.7,27.6,11.8,0.0,0.1,0.0,0.009,-2.8,2.9,0.1,0.0
pattean01,1999,134,Andrae Patterson,PF,23,MIN,2,7,13.6,,,,15.5,51.4,32.6,42.9,0.0,0.0,100.0,6.7,0.0,0.0,0.0,0.023,0.4,3.8,4.2,0.0
patteru01,1999,135,Ruben Patterson,SF,23,LAL,3,5,-19.4,0.000,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,18.2,-0.1,0.0,-0.1,-0.555,-20.8,-10.6,-31.3,0.0
peelean01,1999,136,Anthony Peeler,SG,29,MIN,4,125,6.7,0.386,0.371,0.000,6.1,8.6,7.3,8.3,1.8,0.0,10.3,14.6,-0.1,0.1,0.0,0.001,-2.2,-0.5,-2.7,0.0
