Pk,Year,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
howarju01,2011,93,Juwan Howard,PF,37,MIA,11,60,9.0,0.577,0.000,1.444,6.2,13.8,10.1,2.7,0.0,0.0,12.0,13.6,0.1,0.0,0.1,0.109,-3.0,-0.5,-3.6,0.0
ibakase01,2011,94,Serge Ibaka,PF,21,OKC,17,490,15.2,0.514,0.007,0.276,11.4,17.6,14.6,1.1,0.4,8.1,11.4,17.0,0.5,0.6,1.1,0.109,-1.6,0.8,-0.8,0.1
iguodan01,2011,95,Andre Iguodala,SF,27,PHI,5,182,14.4,0.490,0.269,0.269,4.2,17.0,10.5,32.0,1.5,0.9,19.4,19.1,0.0,0.1,0.2,0.045,-0.3,1.4,1.1,0.1
ilgauzy01,2011,96,Zydrunas Ilgauskas,C,35,MIA,9,104,10.7,0.490,0.000,0.200,17.9,19.3,18.7,5.4,0.0,2.4,21.6,19.5,0.0,0.1,0.1,0.040,-4.0,-1.5,-5.5,-0.1
mbengdj01,2011,97,D.J. Mbenga,C,30,NOH,5,26,16.3,0.868,0.000,1.000,10.2,14.5,12.4,6.3,4.3,9.3,25.8,7.5,0.1,0.0,0.1,0.172,-2.2,7.9,5.7,0.1
iveyro01,2011,98,Royal Ivey,SG,29,OKC,2,6,57.0,1.500,1.000,0.000,0.0,18.7,9.6,43.8,0.0,0.0,0.0,15.1,0.1,0.0,0.1,0.687,32.0,10.4,42.3,0.1
jackja01,2011,99,Jarrett Jack,SG,27,NOH,6,111,8.5,0.426,0.147,0.471,1.2,15.9,8.7,20.3,0.5,0.7,16.3,22.1,-0.2,0.0,-0.2,-0.088,-3.0,-2.0,-5.1,-0.1
jamesle01,2011,100,LeBron James,SF,26,MIA,21,922,23.7,0.563,0.228,0.418,4.6,18.2,11.6,27.6,2.1,2.2,13.0,26.9,2.4,1.4,3.8,0.198,5.2,1.9,7.1,2.1
jefferi01,2011,101,Richard Jefferson,SF,30,SAS,6,176,7.7,0.544,0.548,0.355,1.3,15.6,8.3,4.6,0.9,1.2,14.3,11.2,0.0,0.2,0.2,0.054,-1.7,0.2,-1.4,0.0
jeffrja01,2011,102,Jared Jeffries,PF,29,NYK,4,85,16.8,0.505,0.000,0.174,15.5,10.5,13.3,2.2,1.8,5.9,10.8,14.4,0.1,0.1,0.2,0.108,1.5,1.1,2.7,0.1
johnsar02,2011,103,Armon Johnson,PG,21,POR,2,0,,,,,,,,,,,,,0.0,0.0,0.0,,-4.5,-2.9,-7.4,0.0
johnsch03,2011,104,Chris Johnson,C,25,POR,4,19,16.4,1.064,0.000,2.000,0.0,31.7,16.3,0.0,0.0,9.4,0.0,5.0,0.1,0.0,0.1,0.222,-0.2,5.3,5.1,0.0
johnsjo02,2011,105,Joe Johnson,SG,29,ATL,12,497,15.3,0.522,0.212,0.212,4.4,9.0,6.7,15.8,1.5,0.2,12.5,24.4,0.3,0.3,0.6,0.058,1.8,-1.1,0.7,0.3
johnstr01,2011,106,Trey Johnson,SG,26,LAL,3,12,3.2,0.255,0.200,0.400,9.8,33.4,20.8,13.0,0.0,0.0,0.0,23.3,0.0,0.0,0.0,-0.105,-7.1,-3.4,-10.5,0.0
jonesda02,2011,107,Dahntay Jones,SG,30,IND,3,50,13.1,0.543,0.150,0.450,4.3,0.0,2.3,7.9,1.1,0.0,11.1,24.4,0.1,0.0,0.1,0.056,-0.6,-0.2,-0.8,0.0
jonesja02,2011,108,James Jones,SF,30,MIA,12,272,11.5,0.688,0.725,0.255,1.4,11.7,6.7,1.3,1.2,0.6,6.6,10.9,0.6,0.3,0.9,0.151,0.6,0.9,1.5,0.2
kiddja01,2011,109,Jason Kidd*,PG,37,DAL,21,744,15.7,0.560,0.714,0.186,1.9,13.6,7.8,32.7,3.0,1.1,24.3,15.1,0.9,0.9,1.9,0.121,2.1,2.7,4.8,1.3
korveky01,2011,110,Kyle Korver,SG,29,CHI,16,276,8.9,0.519,0.531,0.071,0.4,7.9,4.1,10.9,1.6,0.8,13.7,19.6,0.1,0.3,0.4,0.072,-1.9,0.5,-1.5,0.0
koufoko01,2011,111,Kosta Koufos,C,21,DEN,1,2,43.8,1.000,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,0.338,15.6,2.9,18.5,0.0
krstine01,2011,112,Nenad Krstić,C,27,BOS,7,56,11.1,0.644,0.000,0.375,11.5,14.5,13.1,5.5,0.0,6.1,24.4,10.5,0.1,0.1,0.1,0.115,-2.0,2.1,0.1,0.0
landrca01,2011,113,Carl Landry,PF,27,NOH,6,213,14.4,0.567,0.000,0.529,6.9,11.2,9.1,5.2,1.1,1.1,12.5,22.5,0.3,0.0,0.3,0.066,-0.4,-0.8,-1.2,0.0
lawsoty01,2011,114,Ty Lawson,PG,23,DEN,5,167,20.1,0.628,0.212,0.442,4.7,6.7,5.7,21.7,1.5,0.5,8.8,18.6,0.6,0.0,0.6,0.179,4.5,1.0,5.4,0.3
magloja01,2011,115,Jamaal Magloire,C,32,MIA,3,18,8.9,0.400,0.000,0.000,6.9,26.3,16.8,19.8,3.1,0.0,16.7,16.3,0.0,0.0,0.0,0.056,-4.2,3.3,-1.0,0.0
mahinia01,2011,116,Ian Mahinmi,C,24,DAL,6,33,7.5,0.614,0.000,1.800,11.4,11.0,11.2,0.0,1.7,0.0,0.0,13.2,0.1,0.0,0.1,0.209,-8.8,0.4,-8.4,-0.1
mariosh01,2011,117,Shawn Marion,SF,32,DAL,21,690,15.1,0.509,0.022,0.209,8.4,15.2,11.8,11.6,1.7,2.3,12.8,19.9,0.6,0.8,1.4,0.096,-0.3,1.2,0.9,0.5
martike01,2011,118,Kenyon Martin,PF,33,DEN,5,148,12.9,0.509,0.000,0.360,4.5,24.8,14.7,10.5,0.7,1.1,10.8,20.0,0.0,0.1,0.2,0.053,-1.4,0.6,-0.7,0.0
masonro01,2011,119,Roger Mason,SG,30,NYK,3,55,10.4,0.528,0.722,0.000,5.5,2.3,4.1,10.1,1.0,0.0,5.3,15.2,0.1,0.0,0.1,0.084,0.6,-1.2,-0.5,0.0
matthwe02,2011,120,Wesley Matthews,SG,24,POR,6,202,12.8,0.597,0.368,0.333,1.3,3.0,2.2,5.3,1.1,0.4,9.7,18.3,0.4,-0.1,0.3,0.064,0.2,-1.1,-0.9,0.1
maynoer01,2011,121,Eric Maynor,PG,23,OKC,17,220,13.3,0.480,0.325,0.247,2.7,8.7,5.8,28.9,2.2,0.0,15.8,20.9,0.2,0.1,0.3,0.060,-0.2,-0.5,-0.7,0.1
mayooj01,2011,122,O.J. Mayo,SG,23,MEM,13,362,12.5,0.501,0.366,0.216,3.1,10.1,6.5,14.5,1.6,0.9,10.4,20.6,0.3,0.3,0.5,0.071,-0.3,0.9,0.6,0.2
mcdyean01,2011,123,Antonio McDyess,PF,36,SAS,6,145,7.9,0.435,0.000,0.194,7.8,16.4,12.0,9.4,0.7,2.5,15.2,14.9,-0.1,0.1,0.1,0.021,-3.6,0.4,-3.2,0.0
mcrobjo01,2011,124,Josh McRoberts,PF,23,IND,5,79,10.3,0.433,0.042,0.458,10.9,15.1,12.9,13.0,2.7,1.0,14.8,19.4,0.0,0.1,0.1,0.038,-3.7,0.8,-2.9,0.0
meeksjo01,2011,125,Jodie Meeks,SG,23,PHI,5,125,11.5,0.580,0.581,0.194,1.7,7.1,4.4,5.3,1.3,0.0,5.6,13.7,0.2,0.0,0.2,0.074,0.2,0.3,0.5,0.1
millean02,2011,126,Andre Miller,PG,34,POR,6,194,18.9,0.574,0.149,0.358,3.3,8.7,6.1,32.7,0.6,0.0,14.4,23.8,0.5,-0.1,0.4,0.106,2.9,-1.4,1.5,0.2
millemi01,2011,127,Mike Miller,SG,30,MIA,18,215,8.4,0.443,0.698,0.000,5.2,22.0,13.8,10.3,1.8,0.4,13.1,13.8,0.0,0.3,0.3,0.061,-1.7,1.1,-0.7,0.1
millspa02,2011,128,Patty Mills,PG,22,POR,2,5,-26.8,0.000,0.500,0.000,0.0,24.1,12.4,0.0,0.0,0.0,33.3,30.6,-0.1,0.0,-0.1,-0.811,-23.2,-11.7,-34.8,0.0
mohamna01,2011,129,Nazr Mohammed,C,33,OKC,14,148,5.6,0.417,0.000,0.294,7.2,17.4,12.4,0.0,1.4,3.1,13.5,13.6,-0.1,0.2,0.0,0.006,-5.7,-0.1,-5.8,-0.1
murphtr01,2011,130,Troy Murphy,PF,30,BOS,1,3,13.8,,,,43.0,0.0,20.4,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.198,5.2,-4.1,1.1,0.0
nealga01,2011,131,Gary Neal,SG,26,SAS,6,111,11.3,0.469,0.413,0.152,2.0,17.2,9.4,8.4,0.5,0.6,3.9,21.6,0.0,0.1,0.1,0.053,-0.2,-1.3,-1.5,0.0
nelsoja01,2011,132,Jameer Nelson,PG,28,ORL,6,216,15.4,0.448,0.317,0.171,3.8,10.0,6.9,27.6,3.1,0.0,8.3,21.2,0.2,0.4,0.6,0.126,1.1,2.1,3.2,0.3
noahjo01,2011,133,Joakim Noah,C,25,CHI,16,529,16.9,0.475,0.000,0.411,15.0,21.9,18.4,12.5,1.7,4.8,11.5,14.5,0.8,1.1,1.9,0.174,0.0,2.4,2.4,0.6
nocioan01,2011,134,Andrés Nocioni,SF,31,PHI,1,10,-17.8,0.000,0.667,0.000,0.0,22.1,10.9,0.0,0.0,0.0,25.0,19.2,-0.1,0.0,-0.1,-0.488,-17.4,-6.3,-23.7,-0.1
novakst01,2011,135,Steve Novak,SF,27,SAS,1,6,2.5,,,,0.0,19.9,9.7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.029,-3.1,-2.2,-5.3,0.0
nowitdi01,2011,136,Dirk Nowitzki*,PF,32,DAL,21,826,25.2,0.609,0.126,0.470,1.8,23.2,12.7,13.3,0.8,1.3,12.0,32.0,2.7,0.9,3.6,0.210,4.7,0.8,5.5,1.6
onealje01,2011,137,Jermaine O'Neal,C,32,BOS,9,197,11.9,0.543,0.000,0.256,9.8,13.6,11.8,6.4,0.5,6.9,14.3,13.6,0.2,0.3,0.5,0.120,-3.1,3.5,0.4,0.1
onealsh01,2011,138,Shaquille O'Neal*,C,38,BOS,2,12,1.3,0.347,0.000,1.000,0.0,0.0,0.0,12.8,4.5,0.0,0.0,11.5,0.0,0.0,0.0,0.018,-9.9,4.6,-5.2,0.0
odomla01,2011,139,Lamar Odom,PF,31,LAL,10,286,15.5,0.527,0.204,0.388,5.3,24.3,14.2,13.0,0.4,1.2,11.6,21.5,0.4,0.1,0.5,0.086,0.8,-0.8,0.1,0.2
okafoem01,2011,140,Emeka Okafor,C,28,NOH,6,188,9.2,0.614,0.000,0.355,12.0,10.7,11.3,0.0,1.8,2.6,25.1,12.7,0.0,0.0,0.1,0.016,-3.4,-0.4,-3.8,-0.1
pachuza01,2011,141,Zaza Pachulia,C,26,ATL,11,195,9.9,0.597,0.000,0.957,10.6,22.8,16.8,10.6,0.6,0.4,21.6,10.5,0.3,0.2,0.5,0.124,-3.4,1.0,-2.4,0.0
parketo01,2011,142,Tony Parker*,PG,28,SAS,6,221,17.6,0.531,0.086,0.441,0.5,8.1,4.2,28.3,1.9,0.6,15.3,27.8,0.1,0.2,0.3,0.070,2.0,-0.8,1.1,0.2
paulch01,2011,143,Chris Paul,PG,25,NOH,6,250,28.9,0.670,0.247,0.636,1.6,18.6,10.3,53.5,2.5,0.0,18.2,24.1,1.1,0.1,1.3,0.242,8.0,2.5,10.5,0.8
perkike01,2011,144,Kendrick Perkins,C,26,OKC,17,479,6.1,0.490,0.000,0.516,9.1,15.4,12.4,4.2,0.4,2.1,25.6,10.0,-0.1,0.3,0.2,0.017,-3.7,-0.3,-4.1,-0.2
piercpa01,2011,145,Paul Pierce*,SF,33,BOS,9,343,17.6,0.574,0.318,0.230,1.9,13.6,8.0,13.5,1.9,1.0,12.8,26.1,0.5,0.4,0.9,0.128,2.5,1.2,3.7,0.5
pondequ01,2011,146,Quincy Pondexter,SF,22,NOH,3,9,-10.0,0.167,0.500,0.000,0.0,14.0,7.2,19.4,0.0,0.0,0.0,33.3,-0.1,0.0,-0.1,-0.488,-13.6,-7.8,-21.3,0.0
powele01,2011,147,Leon Powe,C,27,MEM,4,14,12.8,0.359,0.000,0.500,16.1,16.8,16.4,0.0,0.0,0.0,0.0,31.8,0.0,0.0,0.0,-0.021,-0.6,-6.8,-7.4,0.0
poweljo01,2011,148,Josh Powell,PF,28,ATL,9,48,5.7,0.556,0.000,0.000,7.6,15.0,11.4,3.6,0.0,0.0,18.2,11.2,0.0,0.0,0.0,0.040,-4.6,-0.8,-5.5,0.0
priceaj01,2011,149,A.J. Price,PG,24,IND,5,80,14.4,0.533,0.457,0.286,2.7,7.5,5.0,14.4,2.0,0.0,15.1,26.2,0.1,0.0,0.1,0.046,1.7,-0.7,1.0,0.1
randoza01,2011,150,Zach Randolph,PF,29,MEM,13,515,22.0,0.534,0.036,0.473,9.4,22.4,15.8,11.1,1.5,1.6,9.1,26.4,1.2,0.6,1.8,0.171,3.2,0.3,3.5,0.7
ratlith01,2011,151,Theo Ratliff,C,37,LAL,1,1,15.7,,,,0.0,100.0,62.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.143,3.4,3.6,7.0,0.0
redicjj01,2011,152,JJ Redick,SG,26,ORL,6,120,5.8,0.423,0.357,0.286,0.0,11.0,5.4,9.6,0.5,0.7,12.9,21.5,-0.2,0.1,0.0,-0.018,-4.4,-1.0,-5.4,-0.1
richaja01,2011,153,Jason Richardson,SG,30,ORL,5,153,9.7,0.459,0.490,0.157,3.8,11.8,7.8,7.3,1.1,1.1,5.2,17.9,0.1,0.2,0.3,0.100,-1.0,0.7,-0.3,0.1
richaqu01,2011,154,Quentin Richardson,SF,30,ORL,6,98,10.7,0.724,0.667,0.133,3.6,14.8,9.1,3.6,0.6,0.8,11.2,8.7,0.2,0.1,0.3,0.165,0.6,2.6,3.2,0.1
robinna01,2011,155,Nate Robinson,PG,26,OKC,3,12,16.9,0.508,0.857,0.286,0.0,0.0,0.0,15.2,0.0,0.0,0.0,29.8,0.0,0.0,0.0,0.176,4.3,-3.9,0.4,0.0
rondora01,2011,156,Rajon Rondo,PG,24,BOS,9,345,16.7,0.509,0.028,0.355,4.1,12.8,8.7,42.3,1.6,0.0,21.1,21.8,0.4,0.4,0.7,0.102,1.1,0.2,1.3,0.3
rosede01,2011,157,Derrick Rose,PG,22,CHI,16,649,22.5,0.499,0.269,0.356,3.6,9.2,6.3,40.0,1.9,1.3,11.9,35.2,1.3,0.9,2.2,0.165,6.3,0.6,6.9,1.5
roybr01,2011,158,Brandon Roy,SG,26,POR,6,138,16.4,0.563,0.318,0.295,1.9,9.6,5.8,23.2,0.4,0.0,7.4,19.9,0.3,0.0,0.3,0.102,1.7,0.0,1.7,0.1
rushbr01,2011,159,Brandon Rush,SG,25,IND,5,55,11.1,0.576,0.308,0.154,0.0,15.2,7.2,9.5,1.0,1.5,6.7,12.2,0.1,0.0,0.1,0.095,0.0,0.5,0.5,0.0
sefolth01,2011,160,Thabo Sefolosha,SG,26,OKC,17,344,10.3,0.543,0.388,0.194,4.1,13.3,8.9,5.6,2.5,1.1,17.1,11.6,0.2,0.3,0.5,0.068,-1.1,1.7,0.6,0.2
smithis01,2011,161,Ish Smith,PG,22,MEM,5,10,22.6,0.667,0.000,0.000,0.0,23.6,11.5,37.4,5.3,0.0,25.0,18.2,0.0,0.0,0.0,0.181,-0.4,8.3,7.8,0.0
smithjr01,2011,162,J.R. Smith,SF,25,DEN,5,76,12.0,0.492,0.467,0.244,1.5,13.2,7.3,14.0,1.3,0.0,13.8,34.8,-0.2,0.0,-0.1,-0.076,0.5,-1.5,-1.0,0.0
smithja02,2011,163,Jason Smith,C,24,NOH,6,58,6.3,0.467,0.000,0.000,2.3,13.0,7.8,3.1,1.9,0.0,0.0,12.9,0.0,0.0,0.0,0.013,-4.6,0.0,-4.6,0.0
smithjo02,2011,164,Joe Smith,PF,35,LAL,5,11,-5.9,0.000,0.000,0.000,10.7,0.0,5.7,0.0,0.0,0.0,0.0,8.6,0.0,0.0,0.0,-0.164,-8.0,-6.2,-14.1,0.0
smithjo03,2011,165,Josh Smith,PF,25,ATL,12,438,15.4,0.451,0.140,0.392,5.0,23.1,14.1,15.1,1.7,4.8,11.5,25.4,-0.4,0.7,0.4,0.040,-0.2,1.6,1.4,0.4
speigma01,2011,166,Marreese Speights,C,23,PHI,2,21,-6.0,0.167,0.000,0.000,5.1,26.3,15.6,7.8,0.0,4.0,0.0,27.5,-0.2,0.0,-0.1,-0.327,-11.3,-3.9,-15.1,-0.1
splitti01,2011,167,Tiago Splitter,C,26,SAS,3,50,21.1,0.577,0.000,0.188,15.9,16.7,16.3,4.1,3.2,1.4,10.4,18.1,0.1,0.1,0.2,0.156,3.2,0.3,3.5,0.1
stevede01,2011,168,DeShawn Stevenson,SG,29,DAL,21,332,7.2,0.532,0.819,0.145,0.4,6.5,3.5,5.8,1.8,0.5,10.2,14.4,0.1,0.2,0.4,0.052,-1.6,0.9,-0.7,0.1
stojape01,2011,169,Peja Stojaković,SF,33,DAL,19,350,12.0,0.540,0.642,0.075,1.1,10.0,5.6,3.5,1.9,0.5,6.8,18.5,0.3,0.3,0.5,0.073,0.7,0.0,0.7,0.2
stoudam01,2011,170,Amar'e Stoudemire,C,28,NYK,4,134,10.7,0.442,0.000,0.436,8.3,19.1,13.1,10.2,0.4,1.6,15.5,25.5,-0.2,0.1,-0.1,-0.031,-1.5,-2.5,-4.1,-0.1
sypa01,2011,171,Pape Sy,SF,22,ATL,4,11,31.1,0.630,0.000,1.333,11.1,0.0,5.5,54.1,5.1,0.0,17.4,25.7,0.1,0.0,0.1,0.288,10.4,7.7,18.2,0.1
teaguje01,2011,172,Jeff Teague,PG,22,ATL,8,238,17.3,0.572,0.097,0.319,0.0,8.6,4.3,22.2,1.4,1.1,8.9,18.6,0.5,0.2,0.7,0.132,1.9,0.8,2.7,0.3
terryja01,2011,173,Jason Terry,SG,33,DAL,21,684,20.3,0.604,0.354,0.310,1.1,6.0,3.6,18.6,2.1,0.4,9.5,24.0,2.1,0.5,2.6,0.179,3.4,1.2,4.6,1.1
thomaet01,2011,174,Etan Thomas,C,32,ATL,1,7,-9.2,0.000,0.000,0.000,17.4,0.0,8.7,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,-0.267,-10.5,-8.6,-19.1,0.0
thomaku01,2011,175,Kurt Thomas,PF,38,CHI,7,74,13.4,0.556,0.111,0.000,14.2,16.5,15.3,7.1,0.7,3.1,14.3,13.1,0.1,0.1,0.2,0.142,-1.7,1.7,0.1,0.0
turiaro01,2011,176,Ronny Turiaf,C,28,NYK,4,75,17.2,0.701,0.000,0.833,5.4,11.9,8.3,9.5,0.7,5.8,15.5,11.4,0.2,0.1,0.2,0.151,2.2,2.7,4.9,0.1
turkohe01,2011,177,Hedo Türkoğlu,SF,31,ORL,6,209,6.9,0.371,0.441,0.206,0.6,10.4,5.4,19.1,2.1,0.4,8.6,18.5,-0.2,0.3,0.1,0.022,-2.4,0.9,-1.5,0.0
turneev01,2011,178,Evan Turner,SG,22,PHI,5,97,17.3,0.514,0.132,0.053,4.5,21.7,13.0,7.8,1.7,0.9,0.0,19.3,0.2,0.1,0.3,0.126,1.6,2.3,3.9,0.1
vasqugr01,2011,179,Greivis Vásquez,PG,24,MEM,13,142,18.8,0.599,0.268,0.317,2.4,13.3,7.7,30.0,1.9,1.2,16.2,17.9,0.3,0.1,0.5,0.154,2.7,2.5,5.2,0.2
wadedw01,2011,180,Dwyane Wade*,SG,29,MIA,21,828,26.3,0.570,0.139,0.480,6.5,15.3,11.0,24.5,2.3,2.8,12.4,30.4,2.4,1.3,3.7,0.216,6.5,1.9,8.4,2.2
wafervo01,2011,181,Von Wafer,SG,25,BOS,3,5,-13.5,0.000,0.500,0.000,0.0,23.2,12.2,0.0,0.0,0.0,0.0,19.2,0.0,0.0,0.0,-0.406,-16.2,-6.6,-22.8,0.0
walkebi01,2011,182,Henry Walker,SG,23,NYK,4,89,4.2,0.367,0.367,0.100,5.7,11.5,8.3,7.9,2.9,0.0,18.3,18.9,-0.2,0.1,-0.2,-0.083,-5.4,-1.6,-7.0,-0.1
wallage01,2011,183,Gerald Wallace,PF,28,POR,6,226,18.1,0.561,0.254,0.478,5.1,24.5,15.1,13.5,2.0,1.2,15.6,21.7,0.3,0.2,0.5,0.104,1.1,1.6,2.7,0.3
waltolu01,2011,184,Luke Walton,SF,30,LAL,1,4,-46.7,0.000,1.000,0.000,0.0,33.4,15.6,0.0,0.0,0.0,50.0,47.5,-0.1,0.0,-0.1,-1.298,-31.0,-15.4,-46.4,0.0
watsocj01,2011,185,C.J. Watson,PG,26,CHI,16,136,10.6,0.419,0.268,0.196,1.7,10.7,6.1,40.4,3.2,0.0,21.8,26.5,-0.2,0.2,0.0,-0.002,-3.7,0.5,-3.2,0.0
westde01,2011,186,Delonte West,PG,27,BOS,9,170,10.5,0.574,0.404,0.213,3.0,8.9,6.1,11.6,1.6,0.0,18.9,17.9,0.1,0.2,0.2,0.064,-1.9,1.0,-0.9,0.0
westbru01,2011,187,Russell Westbrook,PG,22,OKC,17,638,19.6,0.499,0.140,0.414,6.7,9.7,8.2,33.7,2.0,0.7,16.1,34.4,0.7,0.4,1.1,0.084,2.7,-1.6,1.1,0.5
wilkida02,2011,188,Damien Wilkins,SF,31,ATL,8,39,17.9,0.538,0.154,0.000,9.4,15.4,12.4,5.1,2.9,4.3,13.3,18.9,0.0,0.1,0.1,0.093,0.9,2.5,3.4,0.1
willilo02,2011,189,Lou Williams,SG,24,PHI,5,130,12.9,0.447,0.385,0.365,0.0,6.8,3.4,20.1,2.1,0.0,6.2,23.8,0.0,0.0,0.0,0.015,0.8,-0.2,0.6,0.1
willima02,2011,190,Marvin Williams,SF,24,ATL,12,216,8.9,0.462,0.196,0.232,5.6,9.5,7.6,4.8,2.3,2.7,16.3,16.7,-0.2,0.2,0.0,0.006,-2.6,0.4,-2.2,0.0
willish03,2011,191,Shawne Williams,PF,24,NYK,4,101,13.7,0.581,0.583,0.333,4.0,12.7,7.9,8.7,2.1,2.8,12.7,13.7,0.1,0.1,0.2,0.115,1.0,1.5,2.5,0.1
artesro01,2011,192,Metta World Peace,SF,31,LAL,9,287,15.3,0.538,0.354,0.266,7.0,11.2,8.9,11.6,1.9,2.2,9.3,16.1,0.5,0.2,0.7,0.119,1.4,1.6,3.0,0.4
youngsa01,2011,193,Sam Young,SF,25,MEM,13,256,10.3,0.478,0.125,0.156,3.1,10.6,6.7,1.4,1.3,1.0,7.2,19.7,0.0,0.2,0.1,0.023,-2.2,-0.7,-2.9,-0.1
youngth01,2011,194,Thaddeus Young,PF,22,PHI,5,127,13.8,0.437,0.017,0.200,14.5,10.5,12.5,6.2,1.8,0.7,9.7,27.4,-0.1,0.1,-0.1,-0.020,-0.3,-1.9,-2.2,0.0
afflaar01,2010,1,Arron Afflalo,SG,24,DEN,6,120,15.8,0.746,0.438,0.344,1.0,11.5,6.1,9.5,0.4,1.3,9.8,15.1,0.4,0.0,0.4,0.153,2.2,0.2,2.3,0.1
aldrila01,2010,2,LaMarcus Aldridge,PF,24,POR,6,229,17.5,0.507,0.022,0.473,5.1,14.6,9.7,11.1,1.7,4.4,8.9,25.8,0.2,0.0,0.2,0.043,0.7,0.7,1.3,0.2
allenma01,2010,3,Malik Allen,PF,31,DEN,4,11,6.6,0.000,0.000,0.000,21.8,11.4,16.7,0.0,4.5,0.0,0.0,4.0,0.0,0.0,0.0,0.047,-2.4,0.5,-1.9,0.0
allenra02,2010,4,Ray Allen*,SG,34,BOS,24,925,13.1,0.570,0.477,0.263,1.6,8.7,5.3,12.0,1.3,0.3,9.6,19.4,1.1,1.3,2.4,0.126,1.5,0.4,1.9,0.9
allento01,2010,5,Tony Allen,SG,28,BOS,24,391,11.2,0.536,0.051,0.367,4.2,8.5,6.4,7.4,3.4,3.1,16.8,16.7,-0.1,0.9,0.8,0.095,-2.7,3.5,0.8,0.3
amundlo01,2010,6,Lou Amundson,PF,27,PHO,16,194,13.1,0.519,0.000,0.583,19.0,15.9,17.4,0.7,1.6,2.8,11.7,12.1,0.3,0.2,0.5,0.112,-1.2,-1.1,-2.3,0.0
anderch01,2010,7,Chris Andersen,PF,31,DEN,6,116,10.2,0.583,0.000,0.824,7.2,21.7,14.3,1.2,0.4,4.2,14.7,10.4,0.1,0.0,0.1,0.060,-1.1,-0.6,-1.7,0.0
anderry01,2010,8,Ryan Anderson,PF,21,ORL,9,89,8.5,0.391,0.483,0.034,11.6,31.1,21.7,5.8,1.2,1.8,14.5,19.1,-0.1,0.2,0.1,0.043,-3.8,-0.7,-4.6,-0.1
anthoca01,2010,9,Carmelo Anthony,SF,25,DEN,6,254,23.3,0.564,0.138,0.413,6.6,18.3,12.3,15.0,2.4,1.0,11.4,32.1,0.6,0.1,0.7,0.132,4.0,-0.9,3.1,0.3
anthojo01,2010,10,Joel Anthony,C,27,MIA,5,79,11.6,0.742,0.000,0.571,8.8,5.1,7.1,2.0,1.3,5.4,10.2,5.7,0.1,0.1,0.3,0.160,-0.7,2.9,2.2,0.1
arroyca01,2010,11,Carlos Arroyo,PG,30,MIA,5,115,8.7,0.484,0.038,0.077,2.0,8.2,4.9,16.1,1.4,0.0,10.0,12.1,0.0,0.1,0.2,0.063,-2.9,0.4,-2.5,0.0
augusdj01,2010,12,D.J. Augustin,PG,22,CHA,4,73,5.6,0.433,0.353,0.353,1.8,5.3,3.5,16.5,0.8,1.7,16.9,16.0,-0.1,0.0,-0.1,-0.050,-2.1,-1.6,-3.7,0.0
pendeje02,2010,13,Jeff Ayres,C,22,POR,3,17,27.7,0.608,0.000,1.000,13.8,0.0,7.2,0.0,6.5,16.0,14.8,19.1,0.0,0.0,0.1,0.186,3.3,6.4,9.7,0.0
barbole01,2010,14,Leandro Barbosa,PG,27,PHO,16,250,10.5,0.506,0.340,0.233,1.0,9.0,5.1,12.9,1.1,0.6,11.7,23.6,0.0,0.1,0.1,0.014,-2.5,-1.4,-3.9,-0.1
bareajo01,2010,15,J.J. Barea,PG,25,DAL,6,105,8.0,0.457,0.270,0.081,4.3,8.5,6.4,25.3,1.0,0.7,20.7,21.5,-0.2,0.1,-0.1,-0.024,-1.9,-1.0,-2.8,0.0
barnema02,2010,16,Matt Barnes,SF,29,ORL,14,326,12.6,0.531,0.427,0.267,6.3,18.4,12.6,9.9,1.7,0.8,10.7,14.2,0.4,0.7,1.1,0.156,0.7,1.5,2.2,0.3
bassbr01,2010,17,Brandon Bass,PF,24,ORL,7,42,17.8,0.607,0.000,0.462,6.1,17.2,11.9,4.7,0.0,0.0,6.0,19.6,0.1,0.1,0.2,0.204,1.5,-0.3,1.2,0.0
batumni01,2010,18,Nicolas Batum,SF,21,POR,6,139,11.8,0.605,0.568,0.216,3.4,13.9,8.4,6.4,0.8,0.0,9.0,15.4,0.2,-0.1,0.2,0.052,0.6,-1.0,-0.4,0.1
bayleje01,2010,19,Jerryd Bayless,SG,21,POR,6,166,15.4,0.536,0.231,0.369,2.8,9.3,5.9,26.7,0.7,0.0,9.6,24.1,0.3,-0.1,0.2,0.056,0.9,-1.3,-0.3,0.1
beaslmi01,2010,20,Michael Beasley,PF,21,MIA,5,135,9.8,0.491,0.041,0.184,8.5,19.0,13.4,4.1,1.6,0.0,19.7,22.7,-0.2,0.2,-0.1,-0.024,-2.8,-1.3,-4.1,-0.1
